t,x,y,z,yaw,u,v,w,r
0.0,4.334310688136611e-13,5.000000000000565,-0.1999999999999513,1.1333156635373598e-12,9.549375179496169e-13,-4.8572257327350605e-17,5.717648576819556e-15,4.571343303894083e-14
0.01,7.475513345631747e-06,5.000001578347501,-0.20000098424060667,1.5123383154686331e-05,0.0014942728730277556,0.0003154978093541342,-0.00019677141416931136,0.0030173011218081708
0.02,2.9868618535706794e-05,5.000006307531887,-0.20000393389361554,6.0196760495351607e-05,0.0029835508417158183,0.0006299988955667085,-0.0003930824451477614,0.005989829883073622
0.030000000000000002,6.71289134693295e-05,5.000014179274463,-0.20000884435434474,0.00013476704615915483,0.00446782769482859,0.0009434407724955776,-0.0005889329305490057,0.008916504418892931
0.04,0.00011920565928792721,5.000025185969805,-0.2000157110165649,0.00023837057460012866,0.005947096921186384,0.0012557629451544607,-0.0007843227154268295,0.011796293600485336
0.05,0.00018604778413522277,5.000039320673467,-0.20002452927250866,0.00037053349615631713,0.00742135169514892,0.001566906929757507,-0.000979251652248168,0.014628217323944134
0.060000000000000005,0.0002676038854161453,5.000056577099431,-0.20003529451297267,0.0005307723093061796,0.008890584852534886,0.0018768162864725446,-0.0011737196008672589,0.017411347305604456
0.07,0.0003638222372402233,5.000076949585508,-0.20004800212741522,0.0007185946528242206,0.010354788865744159,0.002185436649870694,-0.001367726428481973,0.02014480716701908
0.08,0.0004746507969344982,5.000100433063438,-0.2000626475040322,0.0009334999350270061,0.011813955822727042,0.00249271575486217,-0.0015612720095983428,0.022827772542073334
0.09,0.0006000372050525712,5.000127023058848,-0.20007922602975728,0.0011749793346950486,0.013268077426951252,0.002798603436737843,-0.001754356226030511,0.025459471077336236
0.1,0.000739928788720983,5.000156715676685,-0.20009773309033624,0.001442516295591575,0.014717144987599603,0.003103051641996247,-0.0019469789668740414,0.028039182235774916
0.11,0.0008942725658722566,5.000189507586065,-0.20011816407049088,0.0017355875160546532,0.016161149394516225,0.0034060144591085313,-0.00213914012845712,0.030566237435334855
0.12000000000000001,0.0010630152493055671,5.000225395997251,-0.20014051435394362,0.002053663251925514,0.01760008111889474,0.0037074481141270935,-0.0023308396143205644,0.033040019336258566
0.13,0.0012461032549476844,5.000264378621097,-0.2001647793235267,0.0023962081702947153,0.01903393020290879,0.0040073109784955615,-0.0025220773351671815,0.03545996089109485
0.14,0.001443482701961755,5.000306453668542,-0.20019095436118414,0.00276268136260004,0.02046268625950315,0.004305563569251134,-0.0027128532088610204,0.03782554533471229
0.15,0.001655099414488435,5.000351619842154,-0.20021903484800793,0.0031525365845028234,0.021886338472406782,0.004602168546882302,-0.002903167160413089,0.0401363057907252
0.16,0.0018808989271624043,5.000399876309849,-0.20024901616443316,0.003565223470525576,0.023304875588867187,0.004897090716941018,-0.0030930191219165947,0.04239182395207159
0.17,0.0021208264848475203,5.000451222704762,-0.20028089369023602,0.0040001875405461015,0.024718285920810323,0.005190297028206113,-0.0032824090325471325,0.044591730017661105
0.18,0.002374827054751536,5.0005056590645545,-0.20031466280467333,0.004456871240944751,0.026126557356427653,0.005481756543935989,-0.003471336838490175,0.04673569996578307
0.19,0.0026428453273980215,5.00056318582663,-0.20035031888649696,0.004934714046959743,0.027529677360735628,0.00577144044001787,-0.003659802492934452,0.04882345533660001
0.2,0.0029248257166263588,5.000623803828128,-0.20038785731395395,0.005433152462687153,0.028927632975575678,0.006059322004967801,-0.003847805956071946,0.050854763232147625
0.21000000000000002,0.0032207123657697232,5.000687514276135,-0.2004272734649198,0.005951620819482887,0.03032041083385326,0.006345376610024008,-0.004035347195044075,0.0528294341975233
0.22,0.003530449145836198,5.000754318753268,-0.20046856271701102,0.0064895519176849025,0.03170799715591253,0.0066295817114479525,-0.0042224261839169525,0.054747321827524835
0.22999999999999998,0.003853979663128324,5.000824219181974,-0.20051172044762328,0.007046377293369088,0.03309037776977368,0.006911916813857941,-0.004409042903647528,0.05660832081349999
0.24000000000000002,0.004191247269528442,5.000897217776453,-0.20055674203405402,0.007621527981672596,0.034467538135566717,0.007192363422857876,-0.004595197342019929,0.0584123640121496
0.25,0.00454219506250074,5.000973317042651,-0.20060362285350292,0.008214434516986573,0.035839463345536164,0.007470905045027681,-0.0047808894936454465,0.06015942244490162
