t,x,y,z,yaw,u,v,w,r
0.0,2.0259349753359857e-12,5.000000000002609,-0.2000000000001609,3.7791991758240334e-13,1.1272996425226722e-12,2.1441182163073336e-15,2.6478819137309983e-14,3.4056091280376683e-14
0.01,6.768728689405645e-06,5.0000020750369165,-0.20000135853104795,2.887791901349004e-05,0.0013530560146851214,0.00041460198236549923,-0.0002715486333569619,0.005764688242834103
0.02,2.7046802864359943e-05,5.000008285716897,-0.20000542782160288,0.00011506961878806913,0.0027019592569208295,0.0008268390728442765,-0.0005421519001848744,0.011462138738754171
0.03,6.07918229131442e-05,5.000018611342114,-0.20001219841720655,0.000257884506338083,0.0040467467338070025,0.0012366077479220412,-0.0008118096119827037,0.017088713388916647
0.04,0.00010796106307280808,5.000033032452819,-0.2000216608614266,0.0004565960125546239,0.0053874538404052805,0.0016438073470856395,-0.0010805216024018193,0.02264092339668649
0.05,0.00016851147636374808,5.000051530798552,-0.20003380569632545,0.0007104437115949753,0.006724114235969933,0.0020483402097820095,-0.0013482877270645662,0.028115437521859986
0.06,0.0002423997007898005,5.000074089297464,-0.20004862346267188,0.0010186351238438839,0.008056759739003244,0.0024501117919725167,-0.0016151078634256918,0.03350908872990153
0.06999999999999999,0.000329582059733402,5.00010069202927,-0.20006610470000155,0.0013803461690606452,0.009385420308397384,0.0028490306875765064,-0.001880981910740778,0.0388188752840783
0.08,0.000430014560584589,5.000131324208233,-0.2000862399469922,0.0017947237198412567,0.010710123935487611,0.003245008749510022,-0.0021459097898980577,0.044041967306627974
0.09,0.0005436528965342209,5.000165972151497,-0.20010901974167078,0.0022608873914171986,0.01203089658464027,0.0036379611594170424,-0.0024098914432967703,0.04917570976875181
0.1,0.000670452451706791,5.000204623230577,-0.2001344346216428,0.002777931676579982,0.013347762129756033,0.00402780650493402,-0.0026729268346926036,0.0542176251821488
0.11,0.0008103683013856713,5.00024726586398,-0.20016247512414587,0.003344926380210488,0.014660742344438822,0.0044144667920304435,-0.002935015949168034,0.05916541393844743
0.12,0.0009633552084357948,5.000293889487675,-0.20019313178639866,0.003960919274539272,0.015969856848829254,0.004797867511408033,-0.0031961587929677155,0.06401695613881561
0.13,0.0011293676223935773,5.0003444845280285,-0.2002263951458142,0.004624937909884656,0.01727512308323274,0.005177937674418144,-0.0034563553933824303,0.06877031189424843
0.13999999999999999,0.0013083596851593384,5.000399042340457,-0.20026225574025439,0.0053359920630322855,0.0185765562913772,0.005554609846166796,-0.003715605798565125,0.07342371959037283
0.15000000000000002,0.001500285231421666,5.000457555202158,-0.20030070410806958,0.006093074082726843,0.019874169517417207,0.005927820150652234,-0.003973910077506004,0.07797559572592815
0.16,0.0017050977857462038,5.000520016280647,-0.20034173078838358,0.006895161164797224,0.021167973605965583,0.006297508282074469,-0.0042312683198841685,0.08242453261765147
0.16999999999999998,0.0019227505559598007,5.000586419620933,-0.2003853263213395,0.007741217286408193,0.022457977192138132,0.006663617522156871,-0.004487680635962598,0.08676929758878252
0.18,0.0021531964406745784,5.000656760070706,-0.20043148124837687,0.008630195746215654,0.023744186744395983,0.007026094714697034,-0.004743147156370763,0.09100882610289472
0.19,0.002396388031014331,5.000731033257571,-0.20048018611233465,0.009561040060197125,0.025026606575005654,0.007384890260901921,-0.004997668032032238,0.0951422197894933
0.2,0.0026522776105912934,5.000809235579815,-0.2005314314575117,0.010532684421215115,0.02630523885082916,0.007739958110880516,-0.005251243434127936,0.09916874508794639
0.21,0.00292081714770913,5.0008913641666775,-0.20058520783009376,0.011544056992910627,0.02758008364092155,0.00809125572892062,-0.005503873553881104,0.10308782641849794
0.22,0.0032019582925348314,5.000977416867705,-0.2006415057782674,0.012594080854471692,0.028851138935137147,0.00843874407745085,-0.005755558602499509,0.10689904391454123
0.23,0.0034956523878025476,5.001067392162522,-0.2007003158525596,0.013681676570624104,0.030118400752711823,0.00878238752546812,-0.00600629881090103,0.1106021212933477
0.24,0.0038018504695032053,5.0011612891522175,-0.20076162860587804,0.014805762496698101,0.03138186315241306,0.009122153840197012,-0.006256094429684785,0.11419692467121917
0.25,0.004120503266903583,5.001259107555502,-0.20082543459353755,0.015965254950504784,0.03264151824031114,0.009458014179845922,-0.006504945729114604,0.11768346179458121
0.26,0.00445156119591526,5.001360847656805,-0.20089172437374836,0.017159071598722774,0.03389735628866435,0.009789942983037841,-0.006752852998851394,0.12106186989525064
0.26999999999999996,0.004794974352825619,5.001466510307821,-0.20096048850771392,0.018386132323911182,0.035149365746722824,0.01011791795836668,-0.006999816547924507,0.12433241433847864
0.27999999999999997,0.005150692529687708,5.001576096839504,-0.20103171755993163,0.01964536080274518,0.03639753338945796,0.010441919944542327,-0.007245836704456917,0.12749547480878215
0.29,0.005518665216339737,5.001689609041505,-0.20110540209829594,0.02093568512565306,0.03764184435533295,0.010761932875063824,-0.0074909138155897365,0.1305515416844772
0.30000000000000004,0.005898841600405569,5.0018070491621485,-0.20118153269409841,0.022256037797298407,0.03888228214633717,0.011077943778184576,-0.007735048247482162,0.13350121603473744
0.31,0.006291170564741163,5.001928419873528,-0.20126009992235092,0.023605357592490724,0.040118828734505355,0.011389942668893526,-0.007978240385123356,0.13634520034245962
0.32,0.00669560067889639,5.002053724246759,-0.20134109436213102,0.024982591819960875,0.041351464660261836,0.011697922449441124,-0.008220490632162009,0.13908428963030448
0.33,0.007112080214923353,5.002182965702075,-0.2014245065966714,0.02638669617813597,0.042580169114700174,0.012001878827624183,-0.008461799410765814,0.1417193648863578
0.33999999999999997,0.007540557152758682,5.002316147970465,-0.2015103272135623,0.027816635623852257,0.043804920027637737,0.012301810227958747,-0.008702167161466486,0.1442513856758052
0.35,0.00798097918023719,5.002453275093531,-0.20159854680475223,0.02927138437630867,0.04502569406803441,0.01259771779123156,-0.008941594343159049,0.1466813901088216
0.36,0.00843329369245144,5.0025943513929665,-0.20168915596684425,0.030749927265244066,0.046242466752188655,0.012889605258355703,-0.009180081432922491,0.14901048640785103
0.37,0.008897447786164721,5.002739381450337,-0.2017821453013841,0.03225126130355502,0.04745521253904913,0.01317747886839363,-0.00941762892587221,0.15123984526505785
0.38,0.009373388276552645,5.002888370056959,-0.2018775054150052,0.03377439550236236,0.048663904925220026,0.0134613472585371,-0.009654237334982826,0.15337069291633135
0.39,0.009861061702769682,5.003041322186839,-0.20197522691957515,0.03531835124316586,0.049868516512465134,0.013741221392104996,-0.009889907190968406,0.15540430606304376
0.4,0.010360414328233673,5.003198242994644,-0.2020753004322128,0.03688216232516703,0.05106901901443465,0.014017114550940325,-0.010124639042270478,0.1573420114043971
0.41,0.010871392140801236,5.003359137782984,-0.20217771657565223,0.038464876288790625,0.05226538338886401,0.014289042185983498,-0.010358433454836929,0.1591851762759529
0.42,0.01139394085224014,5.003524011988423,-0.20228246597840732,0.04006555504467713,0.053457579897636574,0.01455702185024656,-0.010591291012027102,0.1609352043257356
0.43,0.011928005917049336,5.003692871129633,-0.20238953927498182,0.041683274596329506,0.0546455782164833,0.014821073075837379,-0.010823212314385,0.16259352827636622
0.44,0.012473532535459447,5.003865720796012,-0.20249892710593767,0.043317125124689417,0.055829347465057334,0.015081217340045002,-0.011054197979581714,0.16416160788436573
